Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Spin,TRUE,,,,TRUE,,,,,,https://spin.fi/,https://x.com/spin_fi,@spin_fi; https://x.com/spin_fi,https://t.me/spin_fi,DAPPS; DEFI; DEX; EXCHANGES,,,❌ Not found,,,,,NEAR; near,https://defillama.com/chain/Near; AwesomeNEAR,DeFi derivatives infrastructure built on NEAR Protocol | Grid match cleared (false positive: matched Degen Spin) | Supports USDT + USDC | [PROMOTED from website-scan] USDC keywords (usdc) | stablecoin mentions,USDT: $1;355 | USDC: $16;943 | website-scan: scanned | promoted: website-scan | USDT: $1;355 | USDC: $16;945
Tonic,TRUE,,,,TRUE,,,,,,,https://x.com/tonicdex,@tonicdex; https://x.com/tonicdex,,Dexs,,,❌ Not found,,,,,Near; near,https://defillama.com/chain/Near,Supports USDT + USDC,USDT: $5;760 | USDC: $10;473 | USDT: $5;760 | USDC: $10;473
Roketo,TRUE,,,,TRUE,,,,,,https://www.roke.to/,https://x.com/roketostream,@roketostream; https://x.com/roketostream,https://t.me/roketochat,Payments,,,❌ Not found,,,,,Near; near,https://defillama.com/chain/Near; AwesomeNEAR,Supports USDT + USDC,USDT: $3;934 | USDC: $1;229 | website-scan: scanned | USDT: $3;934 | USDC: $1;229
OIN Finance,,,,TRUE,,,,,,,https://oin.finance/,https://x.com/FinanceOin,@FinanceOin; https://x.com/FinanceOin,https://t.me/OIN_Finance_Eng,DAPPS; DEFI; STABLECOINS,,,❌ Not found,,,,,NEAR; near,https://defillama.com/chain/Near; AwesomeNEAR,The Gateway to DeFi | (fuzzy dedup: merged from Oin Finance; OIN Finance),website-scan: scanned
LazyFi,TRUE,,,,,,,,,,,https://x.com/LazyFi_Learning,@LazyFi_Learning; https://x.com/LazyFi_Learning,,Gaming,,,❌ Not found,,,,,Near; near,https://defillama.com/chain/Near,Supports USDC only (no USDT),USDC: $0 | USDC: $0
Nearlend DAO,TRUE,,,TRUE,,,,,,,https://nearlenddao.com/,https://x.com/NearlendDao,@NearlendDao; https://x.com/NearlendDao,https://t.me/+gYhnDfknkRdhMjQ1,Lending,,,❌ Not found,,,,,Near; near,https://defillama.com/chain/Near; AwesomeNEAR,Open-Source Capital Market on NEAR,website-scan: scanned
Stader,TRUE,,,TRUE,,,,,,,https://staderlabs.com/,https://x.com/stader__near,@stader__near; https://x.com/stader__near,https://t.me/staderlabs,Liquid Staking,,,❌ Not found,,,,,Ethereum; Hedera; BSC; Fantom; Terra2; Near; near,https://defillama.com/chain/Near; CoinGecko; AwesomeNEAR; CoinGecko,Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
Portal,TRUE,,,,TRUE,,,,,,https://www.portalbridge.com/,https://x.com/portalbridge_,@portalbridge_; https://x.com/portalbridge_,,Bridge,,,Acquired; ✅ Found,Portal; Portal Bridge,id1755264746-oaY4ihT_Qayd7F9reADEHQ; 1165,https://www.portalhq.io; https://admin.thegrid.id/profiles/?rootId=1165,name; Social Handle: Socials Lens - Twitter / X,Ethereum; Solana; BSC; Polygon; Terra Classic; Near; Avalanche; Arbitrum; Fantom; Sui; Aptos; Moonbeam; Base; Algorand; Kaia; Celo; OP Mainnet; Oasis Emerald; Aurora; Injective; Terra2; XPLA; Acala; Karura; Berachain; Hyperliquid L1; Ink; Linea; Mantle; Mezo; Plume Mainnet; Scroll; Sonic; Unichain; World Chain; XRPL EVM; Monad; near,https://defillama.com/chain/Near; CoinGecko; AwesomeNEAR; CoinGecko,Grid confirms: USDT; USDC | Solana deployment (CoinGecko) | Solana chain presence,Grid: USDT (supported_by); USDC (supported_by) | SOL: deployed on solana (CoinGecko) | SOL: $0
PembRock Finance,TRUE,,,TRUE,,,,,,,https://pembrock.finance/,https://x.com/PembrockFi,@PembrockFi; https://x.com/PembrockFi,https://t.me/pembrock_finance,Yield,,,❌ Not found,,,,,Near; near,https://defillama.com/chain/Near; AwesomeNEAR,Leveraged yield farming on NEAR,website-scan: scanned
Houdini Swap,TRUE,,,,TRUE,,,,,,,,,,DEX Aggregator,,,Active; ✅ Found,Houdini Swap,id1761945720-t-MHcpaITCqtXg68z4Mrmw,https://houdiniswap.com; https://admin.thegrid.id/profiles/?rootId=id1761945720-t-MHcpaITCqtXg68z4Mrmw,name; Name: Profile,Ethereum; Bitcoin; BSC; Arbitrum; Avalanche; Cardano; Cronos; Polygon; Solana; Tron; Fantom; Litecoin; Base; OP Mainnet; Celo; Aurora; Moonbeam; Moonriver; Hedera; Algorand; Telos; Thorchain; Aptos; Phantasma; TON; Sui; ICP; Linea; Mantle; Near; Scroll; Taiko; zkLink Nova; Sonic; Hyperliquid L1; Berachain; IOTA EVM; Hemi; near,https://defillama.com/chain/Near; CoinGecko,Grid confirms: USDT; USDC; SOL | Solana deployment (CoinGecko),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | SOL: deployed on solana (CoinGecko)
Octopus Network,,,,TRUE,,,,,,,https://oct.network,https://x.com/oct_network,@oct_network; https://x.com/oct_network,,DEVTOOLING; INFRASTRUCTURE; OCTOPUS,,,❌ Not found,,,,,NEAR; near,https://defillama.com/chain/Near; AwesomeNEAR,A multi-chain network providing leased security and interoperability to Substrate appchains,website-scan: scanned
MITTE,,,,TRUE,,,,,,,,,,,NftFi,,,❌ Not found,,,,,Near; near,https://defillama.com/chain/Near,,
TeleSwap TON,,,,TRUE,,,,,,,,,,,Bridge Aggregator,,,❌ Not found,,,,,Bitcoin; Ethereum; Sui; Tron; Base; BSC; Taraxa; Avalanche; Litecoin; Arbitrum; Near; Polygon; TON; Solana; near,https://defillama.com/chain/Near,,
MoreMarkets.xyz,TRUE,,,,,,,,,,https://www.moremarkets.xyz/,https://x.com/moremarketsxyz,@moremarketsxyz; https://x.com/moremarketsxyz,,Yield,,,❌ Not found,,,,,Ethereum; XRPL; Flare; Near; near,https://defillama.com/chain/Near,[PROMOTED from website-scan] web3 signals (yield; staking; defi),website-scan: scanned | promoted: website-scan
THORSwap,,,,TRUE,,,,,,,,,,,DEX Aggregator,,,❌ Not found,,,,,Ethereum; Thorchain; Near; Mayachain; Chainflip; near,https://defillama.com/chain/Near,,
Allbridge,TRUE,,,,TRUE,,,,,,https://allbridge.io/,https://x.com/Allbridge_io,@Allbridge_io; https://x.com/Allbridge_io,https://t.me/allbridge_official,Bridge,,,Active; ✅ Found,Allbridge,64,https://allbridge.io; https://admin.thegrid.id/profiles/?rootId=64,name; URL: urlMain,Ethereum; Solana; Polygon; BSC; Avalanche; Near; Celo; Fantom; Terra Classic; XRPL; Aurora; Harmony; Fuse; Heco; Tezos; Kaia; Waves; Stellar; Stacks; near,https://defillama.com/chain/Near; AwesomeNEAR,Grid confirms: USDT; USDC | [PROMOTED from website-scan] USDT keywords (usdt) | stablecoin mentions,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned | promoted: website-scan
Orderly,TRUE,,,,TRUE,,,,,,https://orderly.network,https://x.com/OrderlyNetwork,@OrderlyNetwork; https://x.com/OrderlyNetwork,,,,,Active; ✅ Found,Orderly Network,id1759189372-BQsgqZmkReCR2bIUGoHlUA,https://orderly.network; https://admin.thegrid.id/profiles/?rootId=id1759189372-BQsgqZmkReCR2bIUGoHlUA,name; URL: urlMain,Solana; Arbitrum; Abstract; Ethereum; BSC; Berachain; Near; OP Mainnet; Story; Sei; Base; Mode; Polygon; Avalanche; Sonic; Mantle; Plume (Deprecated); Morph; near,https://defillama.com/chain/Near; CoinGecko,Supports USDT + USDC | Grid confirms: USDT; USDC; SOL | Solana deployment (CoinGecko) | Supports USDT + USDC; Solana chain presence,USDT: $27;348 | USDC: $181;492 | Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | SOL: deployed on solana (CoinGecko) | USDT: $27;348 | USDC: $181;496 | SOL: $0
NEAR Wallet,,,,TRUE,,,,,,,https://wallet.near.org/,,,,INFRASTRUCTURE; WALLETS,,,,,,,,NEAR,AwesomeNEAR,Web wallet for NEAR Protocol which stores keys in browser's localStorage,website-scan: scanned
Ref Finance,,,,TRUE,,,,,,,https://ref.finance,https://x.com/finance_ref,@finance_ref; https://x.com/finance_ref,https://t.me/ref_finance,AURORA; DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Multi-purpose DeFi platform built on NEAR Protocol,website-scan: scanned
Open Web Collective,,,,TRUE,,,,,,,https://openwebcollective.com/,https://x.com/openwebfounders,@openwebfounders; https://x.com/openwebfounders,,ECOSYSTEM; FUNDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Build the Open Web; Unlock the Future,website-scan: scanned
HASH RUSH,,,,TRUE,,,,,,,https://hashrush.com/,https://x.com/PlayHashRush,@PlayHashRush; https://x.com/PlayHashRush,https://t.me/hashrushofficial,DAPPS; GAMING; OWC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Online sci-fi/fantasy RTS set in the fictional Hermeian galaxy,website-scan: scanned
D1 Ventures,,,,TRUE,,,,,,,https://d1.ventures/,https://x.com/d1ventures,@d1ventures; https://x.com/d1ventures,,ECOSYSTEM; FUNDING; INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Powering the future of open economy,website-scan: scanned
The Graph,,,,TRUE,,,,,,,https://thegraph.com,https://x.com/graphprotocol,@graphprotocol; https://x.com/graphprotocol,http://t.me/graphprotocol,AURORA; DATA; DEVTOOLING,,,Active; ✅ Found,The Graph,1851,https://thegraph.com; https://admin.thegrid.id/profiles/?rootId=1851,name; URL: urlMain,NEAR; near,AwesomeNEAR,Scalable Queries for a Decentralized Future | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
Paras,,,,TRUE,,,,,,,https://paras.id,https://x.com/ParasHQ,@ParasHQ; https://x.com/ParasHQ,https://t.me/parashq,DAPPS; MARKETPLACES; NFT; OWC,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Create; Trade; and Collect Digital Collectibles,website-scan: scanned
NEARFans,,,,TRUE,,,,,,,https://nearfans.com/,,,,DAO; ECOSYSTEM; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NEARFans is created by a group of NEAR builders,website-scan: scanned
Burrow,,,,TRUE,,,,,,,https://burrow.cash/,https://x.com/burrowcash,@burrowcash; https://x.com/burrowcash,https://t.me/burrowcash,DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Borrow; Supply. Thrive,website-scan: scanned
NEAR University,,,,TRUE,,,,,,,https://www.near.university/,https://x.com/NEARUniversity,@NEARUniversity; https://x.com/NEARUniversity,,EDUCATION; ECOSYSTEM,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Learn; earn; connect and certify in the NEAR community,website-scan: scanned
Snark.Art,,,,TRUE,,,,,,,https://snark.art,https://x.com/snarkdotart,@snarkdotart; https://x.com/snarkdotart,https://t.me/snarkdotart,DAPPS; NFT; OWC,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Blockchain laboratory exploring creative & commercial possibilities in art,website-scan: scanned
Machina,,,,TRUE,,,,,,,https://machina.storage/,https://x.com/machina_storage,@machina_storage; https://x.com/machina_storage,https://t.me/machina_group,INFRASTRUCTURE; STORAGE; DEVTOOLING; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Sharded data storage structure,website-scan: scanned
Pad.Fi,,,,TRUE,,,,,,,https://pad.fi/,https://x.com/NearPAD,@NearPAD; https://x.com/NearPAD,https://t.me/nearpad,AURORA; DAPPS; DEFI; EXCHANGES; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NearPad. Launchpad & DeFi hub for the NEAR ecosystem,website-scan: scanned
KYVE,,,,TRUE,,,,,,,https://www.kyve.network/,https://x.com/KYVENetwork,@KYVENetwork; https://x.com/KYVENetwork,https://t.me/kyvenet,DEVTOOLING; INFRASTRUCTURE; STORAGE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Enabling limitless scalability for Web3,website-scan: scanned
GoNearName,,,,TRUE,,,,,,,https://gonear.name/,,,,DAPPS; IDENTITY,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NEAR Account Marketplace - Sell; Bid and Buy NEAR Account Names,website-scan: scanned
SputnikDAO,,,,TRUE,,,,,,,https://sputnik.fund,,,,DAO; DAPPS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Infra to create funding and squad DAOs,website-scan: scanned
Berry Cards,,,,TRUE,,,,,,,https://berry.cards/,,,,DAPPS; COLLECTIBLES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Selecting berry hot boards from the berryclub,website-scan: scanned
4NTS Guild,,,,TRUE,,,,,,,https://nearguilds.com/,https://x.com/4ntsguild,@4ntsguild; https://x.com/4ntsguild,https://t.me/NEARlounge,ECOSYSTEM; GUILDS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A community building and marketing focussed guild,website-scan: scanned
Astro DAO,,,,TRUE,,,,,,,https://astrodao.com/,https://x.com/AstroDao,@AstroDao; https://x.com/AstroDao,https://t.me/astro_near,DAPPS; DAO,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Launch your DAO in less than 10 minutes without a line of code,website-scan: scanned
Mintbase,TRUE,,,TRUE,TRUE,,,,,,https://mintbase.io/,https://x.com/mintbase,@mintbase; https://x.com/mintbase,https://t.me/mintbase,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Digital assets minted and backed by you | [PROMOTED from website-scan] USDT keywords (usdt) | USDC keywords (usdc) | stablecoin mentions,website-scan: scanned | promoted: website-scan
Metamon,,,,TRUE,,,,,,,https://www.metamon.app/,https://x.com/metamonapp,@metamonapp; https://x.com/metamonapp,,DAPPS; NFT; GAMING; GAMEFI,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,"Free-to-play Play-to-Earn online Battle Royale Game and Sci-Fi Franchise | [UNVERIFIED] CoinGecko fuzzy match: ""Meta Platforms (Ondo Tokenized Stock)"" (meta-platforms-ondo-tokenized-stock) — SOL deployment detected",website-scan: scanned
MintGate,,,,TRUE,,,,,,,https://mintgate.app,https://x.com/mintgate_io,@mintgate_io; https://x.com/mintgate_io,,DAPPS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Turn any online content into exclusive rewards,website-scan: scanned
NEAR Guilds,,,,TRUE,,,,,,,https://nearguilds.com,https://x.com/4NTSGuild,@4NTSGuild; https://x.com/4NTSGuild,https://t.me/NEARlounge,ECOSYSTEM; GUILDS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Open-source innovation for the Open Web and the NEAR Ecosystem,website-scan: scanned
ZED,,,,TRUE,,,,,,,https://www.zed.run/,https://x.com/zed_run,@zed_run; https://x.com/zed_run,,DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Build an empire with your own champion racehorses,website-scan: scanned
Decentral Bank,,,,TRUE,,,,,,,https://decentral-bank.finance/,https://x.com/DcntrlBank,@DcntrlBank; https://x.com/DcntrlBank,,DAO; DEFI; STABLECOINS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,DAO issuing NEAR-native stablecoins - USN | [PROMOTED from website-scan] web3 signals (lending; borrow; defi),website-scan: scanned | promoted: website-scan
AwesomeNEAR,,,,TRUE,,,,,,,https://awesomenear.com,https://x.com/awesome_near,@awesome_near; https://x.com/awesome_near,,ECOSYSTEM; EDUCATION,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Curated list of all projects building on NEAR and Aurora | [PROMOTED from website-scan] web3 signals (liquidity; defi),website-scan: scanned | promoted: website-scan
Aurorascan,,,,TRUE,,,,,,,https://aurorascan.dev/,https://x.com/AuroraScanHQ,@AuroraScanHQ; https://x.com/AuroraScanHQ,,AURORA; EXPLORERS; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Aurora Explorer powered by Etherscan,website-scan: scanned
imToken,,,,TRUE,,,,,,,https://token.im/,https://x.com/imTokenOfficial,@imTokenOfficial; https://x.com/imTokenOfficial,,INFRASTRUCTURE; WALLETS; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Easy and secure digital wallet trusted by millions,website-scan: scanned
WannaSwap,,,,TRUE,,,,,,,https://wannaswap.finance,https://x.com/wannaswapamm,@wannaswapamm; https://x.com/wannaswapamm,https://t.me/wannaswap,DAPPS; DEFI; EXCHANGES; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,An AMM on NEAR's Aurora EVM,website-scan: scanned
Flux Protocol,,,,TRUE,,,,,,,https://www.fluxprotocol.org,https://x.com/fluxprotocol,@fluxprotocol; https://x.com/fluxprotocol,https://t.me/fluxprotocol,DAPPS; DEFI; ORACLES; OWC; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The trustless data layer for Web3 | [PROMOTED from website-scan] web3 signals (dex),website-scan: scanned | promoted: website-scan
Arweave,,,,TRUE,,,,,,,https://www.arweave.org/,https://x.com/ArweaveTeam,@ArweaveTeam; https://x.com/ArweaveTeam,,AURORA; DEVTOOLING; INFRASTRUCTURE; STORAGE,,,Active; ✅ Found,Arweave,2159,https://www.arweave.org; https://admin.thegrid.id/profiles/?rootId=2159,name; URL: urlMain,NEAR; near,AwesomeNEAR,The first truly permanent information storage network; backed by a sustainable endowment,website-scan: scanned
Aurora+,,,,TRUE,,,,,,,https://aurora.plus/,https://x.com/auroraisnear,@auroraisnear,,AURORA; DAPPS; INFRASTRUCTURE,,,,,,,,NEAR,AwesomeNEAR,New membership program for Aurora,website-scan: scanned
Mecha Tracker,,,,TRUE,,,,,,,https://www.mechatracker.finance/,https://x.com/Mecha_Tracker,@Mecha_Tracker; https://x.com/Mecha_Tracker,,AURORA; DAPPS; DEFI; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,One-stop-shop on Aurora,website-scan: scanned
TrustToken,,,,TRUE,,,,,,,https://www.trusttoken.com,https://x.com/TrustToken,@TrustToken; https://x.com/TrustToken,https://t.me/joinchat/HihkMkTja1gIyBRM1J1_vg,AURORA; DAPPS; DEFI; STABLECOINS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The creator of TUSD (TrueUSD),website-scan: scanned
Brave,TRUE,,,,TRUE,,,,,,https://brave.com/,https://x.com/brave,@brave; https://x.com/brave,,AURORA; INFRASTRUCTURE; UTILITIES; WALLETS,,,Active; ✅ Found,Brave,1775,https://brave.com; https://admin.thegrid.id/profiles/?rootId=1775,name; URL: urlMain,NEAR; near,AwesomeNEAR,Secure; Fast & Private Web Browser with Adblocker | Grid confirms: USDT; USDC; SOL,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned
Zerion,TRUE,,,,TRUE,,,,,,https://zerion.io/,https://x.com/zerion_io,@zerion_io; https://x.com/zerion_io,https://t.me/joinchat/AAHTFg5bribH76EHEq1qdw,ANALYTICS; AURORA; BRIDGES; DEFI; INFRASTRUCTURE; UTILITIES; WALLETS,,,Active; ✅ Found,Zerion,989,https://zerion.io; https://admin.thegrid.id/profiles/?rootId=989,name; URL: urlMain,NEAR; near,AwesomeNEAR,Invest in DeFi from one place | Grid confirms: USDT; USDC; SOL | [PROMOTED from website-scan] SOL keywords (solana),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned | promoted: website-scan
SushiSwap,TRUE,,,,TRUE,,,,,,https://www.sushi.com/,https://x.com/sushiswap,@sushiswap; https://x.com/sushiswap,,AURORA; DAPPS; DEFI; EXCHANGES,,,Active; ✅ Found,Sushi,id1753735222-DG6ngSjeSR-RW4CtC3y07Q,https://www.sushi.com; https://admin.thegrid.id/profiles/?rootId=id1753735222-DG6ngSjeSR-RW4CtC3y07Q,url; URL: urlMain,NEAR; near,AwesomeNEAR,A community-led suite of DeFi tools | Grid confirms: USDT; USDC,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned
InsurAce,,,,TRUE,,,,,,,https://www.insurace.io/,https://x.com/InsurAce_io,@InsurAce_io; https://x.com/InsurAce_io,https://t.me/insurace_protocol,AURORA; DAPPS; DEFI,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Leading Multi-Chain Decentralized Insurance,website-scan: scanned
TokenPocket,TRUE,,,,,,,,,,https://www.tokenpocket.pro/,https://x.com/TokenPocket_TP,@TokenPocket_TP; https://x.com/TokenPocket_TP,https://t.me/tokenpocket_en,AURORA; INFRASTRUCTURE; WALLETS,,,Active; ✅ Found,TokenPocket,id1752828724-jBchvZl6So-5KTjxIMNRnA,https://www.tokenpocket.pro; https://admin.thegrid.id/profiles/?rootId=id1752828724-jBchvZl6So-5KTjxIMNRnA,name; URL: urlMain,NEAR; near,AwesomeNEAR,Multi-chain; security and convenience; the portal of DApp | Grid confirms: USDT | [PROMOTED from website-scan] SOL keywords (solana),Grid: USDT (supported_by) | website-scan: scanned | promoted: website-scan
Ribbon Finance,,,,TRUE,,,,,,,https://www.ribbon.finance/,https://x.com/ribbonfinance,@ribbonfinance; https://x.com/ribbonfinance,,DAPPS; DEFI; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Crypto structured products for DeFi,website-scan: scanned
KillSwitch Finance,,,,TRUE,,,,,,,https://killswitch.finance/,https://x.com/KillSwitch_Defi,@KillSwitch_Defi; https://x.com/KillSwitch_Defi,https://t.me/killswitch_global,AURORA; DAPPS; DEFI; YIELD_AGGREGATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Smart Yield Farming Aggregator,website-scan: scanned
API3,,,,TRUE,,,,,,,https://www.api3.org/,https://x.com/API3DAO,@API3DAO; https://x.com/API3DAO,https://t.me/API3DAO,ORACLES; AURORA; DEVTOOLING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized APIs for Web 3.0,website-scan: scanned
Empyrean DAO,,,,TRUE,,,,,,,https://empyrean.fi/,https://x.com/empyreanfi,@empyreanfi; https://x.com/empyreanfi,,AURORA; DAO; DEFI; STABLECOINS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized reserve currency on Aurora,website-scan: scanned
Crafting Finance,,,,TRUE,,,,,,,https://crafting.finance/,https://x.com/CraftingFinance,@CraftingFinance; https://x.com/CraftingFinance,https://t.me/craftingfinanceofficialgroup,DAPPS; DEFI; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Synthetic asset issuance and trading protocol,website-scan: scanned
Vaporwave Finance,,,,TRUE,,,,,,,https://www.vaporwave.farm,https://x.com/vwavefinance,@vwavefinance; https://x.com/vwavefinance,https://t.me/vaporwavefinancechat,AURORA; DAPPS; DEFI; YIELD_AGGREGATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Yield Optimizer on Aurora,website-scan: scanned
AuroraSwap,,,,TRUE,,,,,,,https://auroraswap.net/,https://x.com/auroraswap,@auroraswap,https://t.me/auroraswap,AURORA; DAPPS; DEFI; EXCHANGES; LENDING,,,,,,,,NEAR,AwesomeNEAR,New Innovative DEX on Aurora Chain,website-scan: scanned
Multichain,,,,TRUE,,,,,,,https://multichain.org/,https://x.com/MultichainOrg,@MultichainOrg; https://x.com/MultichainOrg,https://t.me/anyswap,AURORA; BRIDGES; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Cross-Chain Router Protocol,website-scan: scanned
Strudel Finance,,,,TRUE,,,,,,,https://strudel.finance/,https://x.com/EnterTheStrudel,@EnterTheStrudel; https://x.com/EnterTheStrudel,https://t.me/StrudelFinanceOfficial,AURORA; BRIDGES; DEFI; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first and only one-way; trustless bridging protocol,website-scan: scanned
SynFutures,,,,TRUE,,,,,,,https://www.synfutures.com/,https://x.com/SynFuturesDefi,@SynFuturesDefi; https://x.com/SynFuturesDefi,https://t.me/synfutures_Defi,DAPPS; DEFI; EXCHANGES; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized Derivatives Protocol,website-scan: scanned
Pickle Finance,,,,TRUE,,,,,,,https://www.pickle.finance/,https://x.com/picklefinance,@picklefinance; https://x.com/picklefinance,,AURORA; DAPPS; DEFI; YIELD_AGGREGATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The set-and-forget yield maximizer | [PROMOTED from website-scan] web3 signals (yield; defi),website-scan: scanned | promoted: website-scan
Necc Protocol,,,,TRUE,,,,,,,https://www.necc.io/,https://x.com/neccdao,@neccdao; https://x.com/neccdao,,DAPPS; DEFI; AURORA; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Inverse perps backed by an interest bearing stablecoin and bonds,website-scan: scanned
Help Each Other,,,,TRUE,,,,,,,https://heo.finance,https://x.com/FinanceHeo,@FinanceHeo; https://x.com/FinanceHeo,https://t.me/heofinance,DAPPS; DEFI; OWC; AURORA,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Stablecoin crowdfunding platform that pays out rewards to donors,website-scan: scanned
Myriad Social,,,,TRUE,,,,,,,https://www.myriad.social/,https://x.com/myriad_social,@myriad_social; https://x.com/myriad_social,https://t.me/myriadsocial,DAO; DAPPS; NFT; OCTOPUS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A Decentralized Experience and Value Network on top of Mainstream Social Media,website-scan: scanned
Defimax,,,,TRUE,,,,,,,https://defimax.com/,https://x.com/defimaxcom,@defimaxcom; https://x.com/defimaxcom,https://t.me/defimax_com,ANALYTICS; AURORA; DEFI; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,DeFi dashboard to manage your DeFi portfolio | [PROMOTED from website-scan] SOL keywords (solana) | ADA keywords (cardano),website-scan: scanned | promoted: website-scan
Black IDE,,,,TRUE,,,,,,,https://eth.ide.black/network/Auroramain,https://x.com/obsidian_labs,@obsidian_labs; https://x.com/obsidian_labs,,AURORA; DAPPS; DEVTOOLING; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Multi-platform graphic IDE for smart contract dev,website-scan: scanned
OCTOGAMEX,,,,TRUE,,,,,,,https://octogamex.com/,https://x.com/octogamex_com,@octogamex_com; https://x.com/octogamex_com,https://t.me/octogamex_group,AURORA; GAMING; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Gaming NFT Trading Platform,website-scan: scanned
Curve Finance,TRUE,,,,TRUE,,,,,,https://curve.fi/,https://x.com/CurveFinance,@CurveFinance; https://x.com/CurveFinance,https://t.me/curvefi,AURORA; DAPPS; DEFI; EXCHANGES,,,Active; ✅ Found,Curve Finance,id1753757103--ikwbBauTr27R4A_P7QMtQ,https://www.curve.finance; https://admin.thegrid.id/profiles/?rootId=id1753757103--ikwbBauTr27R4A_P7QMtQ,name; Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,Creating deep on-chain liquidity using advanced bonding curves | Grid confirms: USDT; USDC,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned
